OrderID,Date,DayOfWeek,Time,Category,Line item name,Quantity,Price Per Item,Gross Sales,Est. Cost,Est. Profit,OrderType,Payment,Cancelled
RES_ORD_5404.0,07/02/2025,Friday,16:11,APETISERS,Meat Pie,2,2.5,5,1.75,3.25,Collection,Card,No
RES_ORD_5404.0,07/02/2025,Friday,16:11,MAIN COURSES,Jolof with Beef,2,8.5,17,5.95,11.05,Collection,Card,No
RES_ORD_5404.0,07/02/2025,Friday,16:11,MAIN COURSES,Jolof with Chicken,1,8.5,8.5,2.97,5.53,Collection,Card,No
RES_ORD_5404.0,07/02/2025,Friday,16:11,SPECIAL ORDERS,Beans,1,8.5,8.5,2.97,5.53,Collection,Card,No
RES_ORD_5404.0,07/02/2025,Friday,16:11,EXTRAS,Assorted Meat,2,3,6,2.1,3.9,Collection,Card,No
RES_ORD_5404.0,07/02/2025,Friday,16:11,EXTRAS,Chicken Stew,1,7.5,7.5,2.62,4.88,Collection,Card,No
RES_ORD_5404.0,07/02/2025,Friday,16:11,EXTRAS,Pounded Yam,3,3.5,10.5,3.67,6.83,Collection,Card,No
RES_ORD_5404.0,07/02/2025,Friday,16:11,Friday Specials,Beef Suya,1,10,10,3.5,6.5,Collection,Card,No
RES_ORD_5408.0,08/02/2025,Saturday,16:06,APETISERS,Chicken Suya,1,6,6,2.1,3.9,Collection,Card,No
RES_ORD_5410.0,08/02/2025,Saturday,17:18,APETISERS,PEPPERED TURKEY,1,7.5,7.5,2.62,4.88,Delivery,Card,No
RES_ORD_5409.0,08/02/2025,Saturday,16:57,MAIN COURSES,Boiled Rice with Designer Stew - Ayamase,1,9.5,9.5,3.32,6.18,Delivery,Card,No
RES_ORD_5408.0,08/02/2025,Saturday,16:06,MAIN COURSES,Fried Rice,1,9.5,9.5,3.32,6.18,Collection,Card,No
RES_ORD_5410.0,08/02/2025,Saturday,17:18,MAIN COURSES,Jolof with Beef,1,8.5,8.5,2.97,5.53,Delivery,Card,No
RES_ORD_5409.0,08/02/2025,Saturday,16:57,EXTRAS,Amala (Dried Yam Flour),1,4.5,4.5,1.57,2.93,Delivery,Card,No
RES_ORD_5408.0,08/02/2025,Saturday,16:06,EXTRAS,Ayamase Sauce,3,8.5,25.5,8.92,16.58,Collection,Card,No
RES_ORD_5410.0,08/02/2025,Saturday,17:18,EXTRAS,Coleslaw,1,1,1,0.35,0.65,Delivery,Card,No
RES_ORD_5409.0,08/02/2025,Saturday,16:57,EXTRAS,Fried Fish,2,3.5,7,2.45,4.55,Delivery,Card,No
RES_ORD_5408.0,08/02/2025,Saturday,16:06,EXTRAS,Fried Plantain - Dodo,1,2.5,2.5,0.88,1.62,Collection,Card,No
RES_ORD_5410.0,08/02/2025,Saturday,17:18,EXTRAS,Moi Moi - Beans Pudding,3,3,9,3.15,5.85,Delivery,Card,No
RES_ORD_5409.0,08/02/2025,Saturday,16:57,EXTRAS,Plain Fried Rice,1,5.5,5.5,1.92,3.58,Delivery,Card,No
RES_ORD_5408.0,08/02/2025,Saturday,16:06,EXTRAS,Plain Jolof,2,5.5,11,3.85,7.15,Collection,Card,No
RES_ORD_5410.0,08/02/2025,Saturday,17:18,DRINKS,African Fanta,2,3.5,7,2.45,4.55,Delivery,Card,No
RES_ORD_5409.0,08/02/2025,Saturday,16:57,SOUPS,Egusi (Melon Soup),1,7.5,7.5,2.62,4.88,Delivery,Card,No
RES_ORD_5408.0,08/02/2025,Saturday,16:06,SOUPS,Okro,1,7.5,7.5,2.62,4.88,Collection,Card,No
RES_ORD_5420.0,13/02/2025,Thursday,18:10,MAIN COURSES,Boiled Rice with Designer Stew - Ayamase,1,9.5,9.5,3.32,6.18,Collection,Card,No
RES_ORD_5420.0,13/02/2025,Thursday,18:10,MAIN COURSES,Jolof with Beef,1,8.5,8.5,2.97,5.53,Collection,Card,No
RES_ORD_5426.0,14/02/2025,Friday,17:38,MAIN COURSES,Jolof with Curry Goat,1,9,9,3.15,5.85,Delivery,Card,No
RES_ORD_5425.0,14/02/2025,Friday,18:07,EXTRAS,Ayamase Sauce,1,8.5,8.5,2.97,5.53,Delivery,Card,No
RES_ORD_5426.0,14/02/2025,Friday,17:38,EXTRAS,Boiled Rice,1,2.5,2.5,0.88,1.62,Delivery,Card,No
RES_ORD_5425.0,14/02/2025,Friday,18:07,EXTRAS,Coleslaw,1,1,1,0.35,0.65,Delivery,Card,No
RES_ORD_5426.0,14/02/2025,Friday,17:38,DRINKS,African Fanta,1,3.5,3.5,1.22,2.28,Delivery,Card,No
RES_ORD_5429.0,15/02/2025,Saturday,16:25,EXTRAS,Ayamase Sauce,2,8.5,17,5.95,11.05,Delivery,Card,No
RES_ORD_5429.0,15/02/2025,Saturday,16:25,EXTRAS,Plain Fried Rice,1,5.5,5.5,1.92,3.58,Delivery,Card,No
RES_ORD_5429.0,15/02/2025,Saturday,16:25,DRINKS,Maltina,1,2.5,2.5,0.88,1.62,Delivery,Card,No
RES_ORD_5440.0,20/02/2025,Thursday,18:20,APETISERS,Chin Chin,1,2,2,0.7,1.3,Delivery,Card,No
RES_ORD_5437.0,20/02/2025,Thursday,16:30,MAIN COURSES,Boiled Rice with Designer Stew - Ayamase,1,9.5,9.5,3.32,6.18,Delivery,Card,No
RES_ORD_5441.0,20/02/2025,Thursday,19:05,MAIN COURSES,Fried Rice,1,8.5,8.5,2.97,5.53,Delivery,Card,No
RES_ORD_5440.0,20/02/2025,Thursday,18:20,MAIN COURSES,Jolof with Beef,2,8.5,17,5.95,11.05,Delivery,Card,No
RES_ORD_5437.0,20/02/2025,Thursday,16:30,MAIN COURSES,Jolof with Chicken,1,8.5,8.5,2.97,5.53,Delivery,Card,No
RES_ORD_5441.0,20/02/2025,Thursday,19:05,EXTRAS,Amala (Dried Yam Flour),1,4.5,4.5,1.57,2.93,Delivery,Card,No
RES_ORD_5440.0,20/02/2025,Thursday,18:20,SOUPS,Ewedu & Gbegiri (NEW),1,10,10,3.5,6.5,Delivery,Card,No
RES_ORD_5444.0,21/02/2025,Friday,16:22,APETISERS,Assorted Meat Pepper Soup,1,10,10,3.5,6.5,Delivery,Card,No
RES_ORD_5446.0,21/02/2025,Friday,17:19,APETISERS,Meat Pie,2,2.5,5,1.75,3.25,Collection,Card,No
RES_ORD_5445.0,21/02/2025,Friday,16:26,MAIN COURSES,Boiled Rice with Designer Stew - Ayamase,2,9.5,19,6.65,12.35,Delivery,Card,No
RES_ORD_5444.0,21/02/2025,Friday,16:22,MAIN COURSES,Jolof with Chicken,2,8.5,17,5.95,11.05,Delivery,Card,No
RES_ORD_5446.0,21/02/2025,Friday,17:19,MAIN COURSES,Jolof with Fish,1,9.5,9.5,3.32,6.18,Collection,Card,No
RES_ORD_5445.0,21/02/2025,Friday,16:26,EXTRAS,Fried Plantain - Dodo,2,2.5,5,1.75,3.25,Delivery,Card,No
RES_ORD_5444.0,21/02/2025,Friday,16:22,EXTRAS,Semolina (Maize Flour),2,3.5,7,2.45,4.55,Delivery,Card,No
RES_ORD_5446.0,21/02/2025,Friday,17:19,SOUPS,Egusi (Melon Soup),3,7.5,22.5,7.87,14.63,Collection,Card,No
RES_ORD_5449.0,22/02/2025,Saturday,17:37,EXTRAS,Ayamase Sauce,3,8.5,25.5,8.92,16.58,Delivery,Card,No
RES_ORD_5449.0,22/02/2025,Saturday,17:37,EXTRAS,Beef Stew,1,8.5,8.5,2.97,5.53,Delivery,Card,No
RES_ORD_5449.0,22/02/2025,Saturday,17:37,EXTRAS,Extra Stew,1,2,2,0.7,1.3,Delivery,Card,No
RES_ORD_5449.0,22/02/2025,Saturday,17:37,EXTRAS,Plain Jolof,1,5.5,5.5,1.92,3.58,Delivery,Card,No
RES_ORD_5453.0,24/02/2025,Monday,16:32,MAIN COURSES,Jolof with Beef,2,8.5,17,5.95,11.05,Delivery,Card,No
RES_ORD_5454.0,24/02/2025,Monday,18:49,MAIN COURSES,Jolof with Chicken,1,8.5,8.5,2.97,5.53,Collection,Card,No
RES_ORD_5453.0,24/02/2025,Monday,16:32,EXTRAS,Amala (Dried Yam Flour),1,4.5,4.5,1.57,2.93,Delivery,Card,No
RES_ORD_5454.0,24/02/2025,Monday,18:49,EXTRAS,Chicken Stew,1,7.5,7.5,2.62,4.88,Collection,Card,No
RES_ORD_5453.0,24/02/2025,Monday,16:32,EXTRAS,Fried Plantain - Dodo,3,2.5,7.5,2.62,4.88,Delivery,Card,No
RES_ORD_5454.0,24/02/2025,Monday,18:49,EXTRAS,Moi Moi - Beans Pudding,1,3,3,1.05,1.95,Collection,Card,No
RES_ORD_5453.0,24/02/2025,Monday,16:32,EXTRAS,Pounded Yam,1,3.5,3.5,1.22,2.28,Delivery,Card,No
RES_ORD_5454.0,24/02/2025,Monday,18:49,SOUPS,Efo Riro,1,8,8,2.8,5.2,Collection,Card,No
RES_ORD_5453.0,24/02/2025,Monday,16:32,SOUPS,Egusi (Melon Soup),1,7.5,7.5,2.62,4.88,Delivery,Card,No
RES_ORD_5457.0,25/02/2025,Tuesday,17:12,MAIN COURSES,Fried Rice,2,9.25,18.5,6.47,12.03,Delivery,Card,No
RES_ORD_5458.0,25/02/2025,Tuesday,18:19,MAIN COURSES,Jolof with Fish,1,9.5,9.5,3.32,6.18,Delivery,Card,No
RES_ORD_5457.0,25/02/2025,Tuesday,17:12,EXTRAS,Assorted Meat Stew,1,10,10,3.5,6.5,Delivery,Card,No
RES_ORD_5458.0,25/02/2025,Tuesday,18:19,EXTRAS,Fried Plantain - Dodo,2,2.5,5,1.75,3.25,Delivery,Card,No
RES_ORD_5457.0,25/02/2025,Tuesday,17:12,SOUPS,Oha Soup,1,12,12,4.2,7.8,Delivery,Card,No
RES_ORD_5460.0,27/02/2025,Thursday,19:47,MAIN COURSES,Jolof with Beef,1,8.5,8.5,2.97,5.53,Delivery,Card,No
RES_ORD_5460.0,27/02/2025,Thursday,19:47,EXTRAS,Pounded Yam,1,3.5,3.5,1.22,2.28,Delivery,Card,No
RES_ORD_5460.0,27/02/2025,Thursday,19:47,DRINKS,Bottle Water,2,1,2,0.7,1.3,Delivery,Card,No
RES_ORD_5460.0,27/02/2025,Thursday,19:47,SOUPS,Efo Riro,1,9.5,9.5,3.32,6.18,Delivery,Card,No
RES_ORD_5464.0,01/03/2025,Saturday,19:05,APETISERS,Assorted Meat Pepper Soup,1,10,10,3.5,6.5,Collection,Card,No
RES_ORD_5463.0,01/03/2025,Saturday,18:36,APETISERS,Buns,1,5,5,1.75,3.25,Delivery,Card,No
RES_ORD_5464.0,01/03/2025,Saturday,19:05,APETISERS,Chin Chin,3,2,6,2.1,3.9,Collection,Card,No
RES_ORD_5463.0,01/03/2025,Saturday,18:36,APETISERS,PEPPERED TURKEY,1,7.5,7.5,2.62,4.88,Delivery,Card,No
RES_ORD_5464.0,01/03/2025,Saturday,19:05,MAIN COURSES,Jolof with Beef,1,8.5,8.5,2.97,5.53,Collection,Card,No
RES_ORD_5463.0,01/03/2025,Saturday,18:36,EXTRAS,Boiled Rice,1,2.5,2.5,0.88,1.62,Delivery,Card,No
RES_ORD_5464.0,01/03/2025,Saturday,19:05,EXTRAS,Fried Fish,1,3.5,3.5,1.22,2.28,Collection,Card,No
RES_ORD_5463.0,01/03/2025,Saturday,18:36,EXTRAS,Fried Plantain - Dodo,1,2.5,2.5,0.88,1.62,Delivery,Card,No
RES_ORD_5464.0,01/03/2025,Saturday,19:05,DRINKS,Coke 330ml,1,1,1,0.35,0.65,Collection,Card,No
RES_ORD_5465.0,03/03/2025,Monday,16:57,EXTRAS,Pounded Yam,1,3.5,3.5,1.22,2.28,Delivery,Card,No
RES_ORD_5465.0,03/03/2025,Monday,16:57,DRINKS,Coke 330ml,1,1,1,0.35,0.65,Delivery,Card,No
RES_ORD_5465.0,03/03/2025,Monday,16:57,SOUPS,Efo Riro,1,8,8,2.8,5.2,Delivery,Card,No
RES_ORD_5468.0,05/03/2025,Wednesday,17:18,MAIN COURSES,Jolof with Beef,1,8.5,8.5,2.97,5.53,Delivery,Card,No
RES_ORD_5470.0,05/03/2025,Wednesday,18:44,MAIN COURSES,Jolof with Curry Goat,1,9,9,3.15,5.85,Delivery,Card,No
RES_ORD_5471.0,05/03/2025,Wednesday,18:42,EXTRAS,Coleslaw,1,1,1,0.35,0.65,Delivery,Card,No
RES_ORD_5468.0,05/03/2025,Wednesday,17:18,EXTRAS,Fried Plantain - Dodo,2,2.5,5,1.75,3.25,Delivery,Card,No
RES_ORD_5470.0,05/03/2025,Wednesday,18:44,EXTRAS,Pounded Yam,2,3.5,7,2.45,4.55,Delivery,Card,No
RES_ORD_5471.0,05/03/2025,Wednesday,18:42,DRINKS,Maltina,1,2.5,2.5,0.88,1.62,Delivery,Card,No
RES_ORD_5468.0,05/03/2025,Wednesday,17:18,SOUPS,Ogbono,1,9.5,9.5,3.32,6.18,Delivery,Card,No
RES_ORD_5475.0,06/03/2025,Thursday,20:00,APETISERS,Chicken Suya,1,6,6,2.1,3.9,Delivery,Card,No
RES_ORD_5473.0,06/03/2025,Thursday,18:49,MAIN COURSES,Jolof with Beef,1,8.5,8.5,2.97,5.53,Collection,Card,No
RES_ORD_5475.0,06/03/2025,Thursday,20:00,MAIN COURSES,Jolof with Curry Goat,1,9,9,3.15,5.85,Delivery,Card,No
RES_ORD_5473.0,06/03/2025,Thursday,18:49,EXTRAS,Fried Plantain - Dodo,1,2.5,2.5,0.88,1.62,Collection,Card,No
RES_ORD_5475.0,06/03/2025,Thursday,20:00,EXTRAS,Plain Jolof,1,5.5,5.5,1.92,3.58,Delivery,Card,No
RES_ORD_5473.0,06/03/2025,Thursday,18:49,DRINKS,Maltina,1,2.5,2.5,0.88,1.62,Collection,Card,No
RES_ORD_5476.0,07/03/2025,Friday,17:49,APETISERS,Goat Meat Peppersoup,2,10.5,21,7.35,13.65,Collection,Card,No
RES_ORD_5476.0,07/03/2025,Friday,17:49,EXTRAS,Moi Moi - Beans Pudding,4,3,12,4.2,7.8,Collection,Card,No
RES_ORD_5476.0,07/03/2025,Friday,17:49,SOUPS,Efo Riro,3,9.5,28.5,9.97,18.53,Collection,Card,No
RES_ORD_5476.0,07/03/2025,Friday,17:49,SOUPS,Egusi (Melon Soup),4,9,36,12.6,23.4,Collection,Card,No
RES_ORD_5479.0,08/03/2025,Saturday,18:47,APETISERS,Beef Suya,1,10,10,3.5,6.5,Delivery,Card,No
RES_ORD_5478.0,08/03/2025,Saturday,18:27,APETISERS,Buns,1,5,5,1.75,3.25,Delivery,Card,No
RES_ORD_5479.0,08/03/2025,Saturday,18:47,APETISERS,PEPPERED TURKEY,1,7.5,7.5,2.62,4.88,Delivery,Card,No
RES_ORD_5478.0,08/03/2025,Saturday,18:27,EXTRAS,Extra Stew,1,2,2,0.7,1.3,Delivery,Card,No
RES_ORD_5479.0,08/03/2025,Saturday,18:47,EXTRAS,Plain Jolof,2,5.5,11,3.85,7.15,Delivery,Card,No
RES_ORD_5478.0,08/03/2025,Saturday,18:27,EXTRAS,Pounded Yam,1,3.5,3.5,1.22,2.28,Delivery,Card,No
RES_ORD_5479.0,08/03/2025,Saturday,18:47,EXTRAS,Stewed Fried Fish,1,9,9,3.15,5.85,Delivery,Card,No
RES_ORD_5478.0,08/03/2025,Saturday,18:27,SOUPS,Egusi (Melon Soup),1,7.5,7.5,2.62,4.88,Delivery,Card,No
RES_ORD_5482.0,10/03/2025,Monday,18:50,APETISERS,Assorted Meat Pepper Soup,1,10,10,3.5,6.5,Delivery,Card,No
RES_ORD_5483.0,10/03/2025,Monday,19:04,MAIN COURSES,Boiled Rice with Designer Stew - Ayamase,1,9.5,9.5,3.32,6.18,Collection,Card,No
RES_ORD_5482.0,10/03/2025,Monday,18:50,EXTRAS,Pounded Yam,2,3.5,7,2.45,4.55,Delivery,Card,No
RES_ORD_5483.0,10/03/2025,Monday,19:04,SOUPS,Efo Riro,2,9.5,19,6.65,12.35,Collection,Card,No
RES_ORD_5484.0,13/03/2025,Thursday,16:59,APETISERS,Meat Pie,1,2.5,2.5,0.88,1.62,Delivery,Card,No
RES_ORD_5484.0,13/03/2025,Thursday,16:59,MAIN COURSES,Fried Rice,1,8.5,8.5,2.97,5.53,Delivery,Card,No
RES_ORD_5484.0,13/03/2025,Thursday,16:59,MAIN COURSES,Jolof with Fish,1,9.5,9.5,3.32,6.18,Delivery,Card,No
RES_ORD_5484.0,13/03/2025,Thursday,16:59,EXTRAS,Fried Plantain - Dodo,1,2.5,2.5,0.88,1.62,Delivery,Card,No
RES_ORD_5489.0,15/03/2025,Saturday,18:53,APETISERS,Chin Chin,1,2,2,0.7,1.3,Delivery,Card,No
RES_ORD_5488.0,15/03/2025,Saturday,18:39,MAIN COURSES,Jolof with Beef,3,8.5,25.5,8.92,16.58,Collection,Card,No
RES_ORD_5487.0,15/03/2025,Saturday,17:21,EXTRAS,Ayamase Sauce,1,8.5,8.5,2.97,5.53,Delivery,Card,No
RES_ORD_5490.0,15/03/2025,Saturday,19:07,EXTRAS,Fried Plantain - Dodo,3,2.5,7.5,2.62,4.88,Delivery,Card,No
RES_ORD_5489.0,15/03/2025,Saturday,18:53,EXTRAS,Moi Moi - Beans Pudding,4,3,12,4.2,7.8,Delivery,Card,No
RES_ORD_5488.0,15/03/2025,Saturday,18:39,EXTRAS,Plain Jolof,4,5.5,22,7.7,14.3,Collection,Card,No
RES_ORD_5487.0,15/03/2025,Saturday,17:21,EXTRAS,Pounded Yam,2,3.5,7,2.45,4.55,Delivery,Card,No
RES_ORD_5490.0,15/03/2025,Saturday,19:07,SOUPS,Efo Riro,1,9.5,9.5,3.32,6.18,Delivery,Card,No
RES_ORD_5489.0,15/03/2025,Saturday,18:53,SOUPS,Egusi (Melon Soup),2,7.5,15,5.25,9.75,Delivery,Card,No
RES_ORD_5488.0,15/03/2025,Saturday,18:39,SOUPS,Ewedu & Gbegiri (NEW),1,10,10,3.5,6.5,Collection,Card,No
RES_ORD_5496.0,20/03/2025,Thursday,16:20,SOUPS,Bitterleaf soup,1,10.5,10.5,3.67,6.83,Collection,Card,No
RES_ORD_5504.0,22/03/2025,Saturday,17:24,APETISERS,Chin Chin,1,2,2,0.7,1.3,Collection,Card,No
RES_ORD_5502.0,22/03/2025,Saturday,16:46,EXTRAS,Assorted Meat Stew,2,10,20,7,13,Delivery,Card,No
RES_ORD_5504.0,22/03/2025,Saturday,17:24,EXTRAS,Extra Stew,1,2,2,0.7,1.3,Collection,Card,No
RES_ORD_5502.0,22/03/2025,Saturday,16:46,EXTRAS,Plain Jolof,5,5.5,27.5,9.62,17.88,Delivery,Card,No
RES_ORD_5504.0,22/03/2025,Saturday,17:24,EXTRAS,Pounded Yam,2,3.5,7,2.45,4.55,Collection,Card,No
RES_ORD_5502.0,22/03/2025,Saturday,16:46,DRINKS,African Fanta,2,3.5,7,2.45,4.55,Delivery,Card,No
RES_ORD_5504.0,22/03/2025,Saturday,17:24,SOUPS,Efo Riro,2,9.5,19,6.65,12.35,Collection,Card,No
RES_ORD_5508.0,25/03/2025,Tuesday,18:09,MAIN COURSES,Fried Rice,2,8.5,17,5.95,11.05,Delivery,Card,No
RES_ORD_5508.0,25/03/2025,Tuesday,18:09,EXTRAS,Fried Plantain - Dodo,1,2.5,2.5,0.88,1.62,Delivery,Card,No
RES_ORD_5520.0,28/03/2025,Friday,19:09,MAIN COURSES,Jolof with Curry Goat,1,9,9,3.15,5.85,Delivery,Card,No
RES_ORD_5521.0,28/03/2025,Friday,19:51,EXTRAS,Beef Stew,1,8.5,8.5,2.97,5.53,Delivery,Card,No
RES_ORD_5520.0,28/03/2025,Friday,19:09,EXTRAS,Boiled Rice,1,2.5,2.5,0.88,1.62,Delivery,Card,No
RES_ORD_5521.0,28/03/2025,Friday,19:51,EXTRAS,Fried Plantain - Dodo,2,2.5,5,1.75,3.25,Delivery,Card,No
RES_ORD_5520.0,28/03/2025,Friday,19:09,DRINKS,Maltina,1,2.5,2.5,0.88,1.62,Delivery,Card,No
RES_ORD_5530.0,29/03/2025,Saturday,19:27,APETISERS,Buns,1,5,5,1.75,3.25,Collection,Card,No
RES_ORD_5526.0,29/03/2025,Saturday,17:04,APETISERS,Chin Chin,1,2,2,0.7,1.3,Delivery,Card,No
RES_ORD_5525.0,29/03/2025,Saturday,16:26,APETISERS,Goat Meat Peppersoup,1,10.5,10.5,3.67,6.83,Delivery,Card,No
RES_ORD_5530.0,29/03/2025,Saturday,19:27,MAIN COURSES,Jolof with Fish,1,9.5,9.5,3.32,6.18,Collection,Card,No
RES_ORD_5526.0,29/03/2025,Saturday,17:04,EXTRAS,Coleslaw,2,1,2,0.7,1.3,Delivery,Card,No
RES_ORD_5525.0,29/03/2025,Saturday,16:26,EXTRAS,Extra Stew,1,2,2,0.7,1.3,Delivery,Card,No
RES_ORD_5530.0,29/03/2025,Saturday,19:27,EXTRAS,Moi Moi - Beans Pudding,4,3,12,4.2,7.8,Collection,Card,No
RES_ORD_5526.0,29/03/2025,Saturday,17:04,EXTRAS,Plain Jolof,5,5.5,27.5,9.62,17.88,Delivery,Card,No
RES_ORD_5525.0,29/03/2025,Saturday,16:26,EXTRAS,Semolina (Maize Flour),1,3.5,3.5,1.22,2.28,Delivery,Card,No
RES_ORD_5530.0,29/03/2025,Saturday,19:27,DRINKS,Coke 330ml,1,1,1,0.35,0.65,Collection,Card,No
RES_ORD_5526.0,29/03/2025,Saturday,17:04,DRINKS,Maltina,1,2.5,2.5,0.88,1.62,Delivery,Card,No
RES_ORD_5525.0,29/03/2025,Saturday,16:26,SOUPS,Efo Riro,3,10,30,10.5,19.5,Delivery,Card,No
RES_ORD_5530.0,29/03/2025,Saturday,19:27,SOUPS,Egusi (Melon Soup),3,9.5,28.5,9.97,18.53,Collection,Card,No
RES_ORD_5532.0,31/03/2025,Monday,19:23,APETISERS,Fried Yam,4,5,20,7,13,Delivery,Card,No
RES_ORD_5533.0,31/03/2025,Monday,20:35,APETISERS,Meat Pie,3,2.5,7.5,2.62,4.88,Delivery,Card,No
RES_ORD_5532.0,31/03/2025,Monday,19:23,MAIN COURSES,Boiled Rice with Designer Stew - Ayamase,1,9.5,9.5,3.32,6.18,Delivery,Card,No
RES_ORD_5533.0,31/03/2025,Monday,20:35,MAIN COURSES,Jolof with Chicken,1,8.5,8.5,2.97,5.53,Delivery,Card,No
RES_ORD_5532.0,31/03/2025,Monday,19:23,EXTRAS,Ayamase Sauce,1,8.5,8.5,2.97,5.53,Delivery,Card,No
RES_ORD_5533.0,31/03/2025,Monday,20:35,EXTRAS,Fried Fish,1,3.5,3.5,1.22,2.28,Delivery,Card,No
RES_ORD_5532.0,31/03/2025,Monday,19:23,EXTRAS,Moi Moi - Beans Pudding,3,3,9,3.15,5.85,Delivery,Card,No
RES_ORD_5533.0,31/03/2025,Monday,20:35,EXTRAS,Pounded Yam,2,3.5,7,2.45,4.55,Delivery,Card,No
RES_ORD_5532.0,31/03/2025,Monday,19:23,SOUPS,Efo Riro,2,8,16,5.6,10.4,Delivery,Card,No
RES_ORD_5533.0,31/03/2025,Monday,20:35,SOUPS,Oha Soup,2,12,24,8.4,15.6,Delivery,Card,No
RES_ORD_5538.0,01/04/2025,Tuesday,17:06,APETISERS,Nkwobi,1,10,10,3.5,6.5,Delivery,Card,No
RES_ORD_5538.0,01/04/2025,Tuesday,17:06,APETISERS,Patty,2,2.5,5,1.75,3.25,Delivery,Card,No
RES_ORD_5538.0,01/04/2025,Tuesday,17:06,MAIN COURSES,Jolof with Beef,1,8.5,8.5,2.97,5.53,Delivery,Card,No
RES_ORD_5538.0,01/04/2025,Tuesday,17:06,EXTRAS,Assorted Meat,1,3,3,1.05,1.95,Delivery,Card,No
RES_ORD_5543.0,02/04/2025,Wednesday,18:17,APETISERS,PEPPERED TURKEY,1,7.5,7.5,2.62,4.88,Delivery,Card,No
RES_ORD_5543.0,02/04/2025,Wednesday,18:17,MAIN COURSES,Jolof with Curry Goat,1,9,9,3.15,5.85,Delivery,Card,No
RES_ORD_5543.0,02/04/2025,Wednesday,18:17,EXTRAS,Boiled Rice,1,2.5,2.5,0.88,1.62,Delivery,Card,No
RES_ORD_5543.0,02/04/2025,Wednesday,18:17,EXTRAS,Chicken Stew,1,7.5,7.5,2.62,4.88,Delivery,Card,No
RES_ORD_5543.0,02/04/2025,Wednesday,18:17,EXTRAS,Coleslaw,1,1,1,0.35,0.65,Delivery,Card,No
RES_ORD_5546.0,03/04/2025,Thursday,16:09,APETISERS,Meat Pie,6,2.5,15,5.25,9.75,Collection,Card,No
RES_ORD_5550.0,03/04/2025,Thursday,19:03,MAIN COURSES,Boiled Rice with Designer Stew - Ayamase,1,9.5,9.5,3.32,6.18,Delivery,Card,No
RES_ORD_5548.0,03/04/2025,Thursday,17:17,MAIN COURSES,Fried Rice,1,8.5,8.5,2.97,5.53,Delivery,Card,No
RES_ORD_5546.0,03/04/2025,Thursday,16:09,MAIN COURSES,Jolof with Beef,1,8.5,8.5,2.97,5.53,Collection,Card,No
RES_ORD_5550.0,03/04/2025,Thursday,19:03,MAIN COURSES,Jolof with Chicken,1,8.5,8.5,2.97,5.53,Delivery,Card,No
RES_ORD_5548.0,03/04/2025,Thursday,17:17,MAIN COURSES,Jolof with Curry Goat,1,9,9,3.15,5.85,Delivery,Card,No
RES_ORD_5546.0,03/04/2025,Thursday,16:09,EXTRAS,Moi Moi - Beans Pudding,1,3,3,1.05,1.95,Collection,Card,No
RES_ORD_5550.0,03/04/2025,Thursday,19:03,EXTRAS,Plain Fried Rice,1,5.5,5.5,1.92,3.58,Delivery,Card,No
RES_ORD_5548.0,03/04/2025,Thursday,17:17,EXTRAS,Plain Jolof,2,5.5,11,3.85,7.15,Delivery,Card,No
RES_ORD_5553.0,05/04/2025,Saturday,17:09,MAIN COURSES,Jolof with Chicken,1,8.5,8.5,2.97,5.53,Delivery,Card,No
RES_ORD_5554.0,05/04/2025,Saturday,17:54,EXTRAS,Ayamase Sauce,2,8.5,17,5.95,11.05,Delivery,Card,No
RES_ORD_5553.0,05/04/2025,Saturday,17:09,EXTRAS,Extra Stew,1,2,2,0.7,1.3,Delivery,Card,No
RES_ORD_5554.0,05/04/2025,Saturday,17:54,EXTRAS,Fried Plantain - Dodo,1,2.5,2.5,0.88,1.62,Delivery,Card,No
RES_ORD_5553.0,05/04/2025,Saturday,17:09,EXTRAS,Plain Jolof,2,5.5,11,3.85,7.15,Delivery,Card,No
RES_ORD_5554.0,05/04/2025,Saturday,17:54,DRINKS,Maltina,1,2.5,2.5,0.88,1.62,Delivery,Card,No
RES_ORD_5553.0,05/04/2025,Saturday,17:09,Friday Specials,Beef Suya,1,10,10,3.5,6.5,Delivery,Card,No
RES_ORD_5559.0,07/04/2025,Monday,19:22,APETISERS,Assorted Meat Pepper Soup,2,10,20,7,13,Collection,Card,No
RES_ORD_5559.0,07/04/2025,Monday,19:22,APETISERS,Meat Pie,4,2.5,10,3.5,6.5,Collection,Card,No
RES_ORD_5559.0,07/04/2025,Monday,19:22,APETISERS,Nkwobi,1,10,10,3.5,6.5,Collection,Card,No
RES_ORD_5559.0,07/04/2025,Monday,19:22,MAIN COURSES,Boiled Rice with Designer Stew - Ayamase,1,9.5,9.5,3.32,6.18,Collection,Card,No
RES_ORD_5559.0,07/04/2025,Monday,19:22,EXTRAS,Ayamase Sauce,1,8.5,8.5,2.97,5.53,Collection,Card,No
RES_ORD_5559.0,07/04/2025,Monday,19:22,EXTRAS,Chicken Stew,1,7.5,7.5,2.62,4.88,Collection,Card,No
RES_ORD_5559.0,07/04/2025,Monday,19:22,EXTRAS,Fried Plantain - Dodo,1,2.5,2.5,0.88,1.62,Collection,Card,No
RES_ORD_5559.0,07/04/2025,Monday,19:22,EXTRAS,Semolina (Maize Flour),2,3.5,7,2.45,4.55,Collection,Card,No
