Order Date,Product,Category,Region,Quantity,Unit Price,Revenue,Cost
2025-09-27,Notebook Set,Stationery,Central,8,3.33,26.64,17.45
2025-09-27,Desk Lamp,Furniture,Central,5,130.12,650.6,399.68
2025-09-27,Water Bottle,Home & Kitchen,Central,6,21.61,129.66,89.59
2025-09-27,Sticky Notes,Stationery,West,8,9.73,77.84,54.24
2025-09-27,Standing Desk,Furniture,South,3,242.18,726.54,468.22
2025-09-27,Desk Lamp,Furniture,East,8,248.95,1991.6,1337.51
2025-09-27,Wireless Mouse,Electronics,East,4,58.58,234.32,119.61
2025-09-27,Coffee Mug,Home & Kitchen,West,5,13.41,67.05,40.83
2025-09-27,Wireless Mouse,Electronics,North,8,66.35,530.8,326.08
2025-09-27,Water Bottle,Home & Kitchen,East,2,29.28,58.56,30.54
2025-09-27,Ballpoint Pens (Pack),Stationery,North,8,4.32,34.56,20.11
2025-09-28,USB-C Hub,Electronics,West,3,42.14,126.42,77.54
2025-09-28,Notebook Set,Stationery,West,5,7.61,38.05,20.21
2025-09-28,Desk Lamp,Furniture,South,7,255.54,1788.78,1053.27
2025-09-28,Desk Lamp,Furniture,West,7,209.03,1463.21,976.43
2025-09-28,Wireless Mouse,Electronics,East,7,103.17,722.19,469.37
2025-09-28,Standing Desk,Furniture,North,8,140.66,1125.28,682.1
2025-09-28,USB-C Hub,Electronics,West,1,64.92,64.92,37.03
2025-09-28,Water Bottle,Home & Kitchen,South,5,27.84,139.2,73.21
2025-09-29,USB-C Hub,Electronics,Central,1,25.18,25.18,15.23
2025-09-29,Mechanical Keyboard,Electronics,North,7,69.83,488.81,311.39
2025-09-29,Desk Lamp,Furniture,East,4,156.63,626.52,323.01
2025-09-29,Sticky Notes,Stationery,East,1,5.42,5.42,3.11
2025-09-29,Sticky Notes,Stationery,West,1,14.5,14.5,7.83
2025-09-29,Mechanical Keyboard,Electronics,Central,8,38.01,304.08,207.78
2025-09-29,Wireless Mouse,Electronics,Central,7,116.21,813.47,516.56
2025-09-29,Coffee Mug,Home & Kitchen,South,4,19.47,77.88,42.12
2025-09-29,Water Bottle,Home & Kitchen,South,6,20.09,120.54,75.04
2025-09-29,Coffee Mug,Home & Kitchen,Central,6,19.38,116.28,58.42
2025-09-29,Coffee Mug,Home & Kitchen,East,2,14.62,29.24,19.57
2025-09-29,USB-C Hub,Electronics,West,4,20.49,81.96,45.54
2025-09-29,Sticky Notes,Stationery,West,1,13.87,13.87,7.69
2025-09-29,Water Bottle,Home & Kitchen,Central,2,13.94,27.88,16.29
2025-09-30,Office Chair,Furniture,West,8,225.96,1807.68,995.73
2025-09-30,Ballpoint Pens (Pack),Stationery,North,2,14.87,29.74,14.93
2025-09-30,Standing Desk,Furniture,Central,2,88.45,176.9,89.21
2025-09-30,Desk Lamp,Furniture,West,8,65.93,527.44,342.15
2025-09-30,Office Chair,Furniture,West,3,112.8,338.4,188.31
2025-09-30,Coffee Mug,Home & Kitchen,North,4,26.14,104.56,62.88
2025-09-30,Notebook Set,Stationery,Central,2,2.39,4.78,2.98
2025-09-30,Standing Desk,Furniture,North,6,203.82,1222.92,711.99
2025-09-30,Desk Lamp,Furniture,Central,5,290.65,1453.25,874.44
2025-09-30,Water Bottle,Home & Kitchen,North,1,14.8,14.8,8.48
2025-09-30,Standing Desk,Furniture,West,5,320.23,1601.15,868.51
2025-09-30,Water Bottle,Home & Kitchen,Central,2,27.84,55.68,37.27
2025-09-30,Standing Desk,Furniture,East,7,311.98,2183.86,1296.94
2025-09-30,Water Bottle,Home & Kitchen,South,7,15.09,105.63,58.08
2025-09-30,Office Chair,Furniture,Central,7,270.95,1896.65,1278.8
2025-09-30,Wireless Mouse,Electronics,South,8,25.33,202.64,135.99
2025-09-30,USB-C Hub,Electronics,South,7,35.96,251.72,172.93
2025-09-30,Ballpoint Pens (Pack),Stationery,North,7,14.79,103.53,58.79
2025-09-30,Mechanical Keyboard,Electronics,West,2,18.06,36.12,18.15
2025-09-30,Desk Lamp,Furniture,West,4,111.6,446.4,301.28
2025-10-01,Water Bottle,Home & Kitchen,East,8,13.76,110.08,55.55
2025-10-01,Desk Lamp,Furniture,West,8,147.83,1182.64,629.8
2025-10-01,Coffee Mug,Home & Kitchen,North,2,15.5,31.0,15.75
2025-10-01,Desk Lamp,Furniture,South,1,334.35,334.35,217.26
2025-10-01,Desk Lamp,Furniture,South,4,147.94,591.76,314.78
2025-10-01,Standing Desk,Furniture,West,1,211.36,211.36,147.18
2025-10-01,Wireless Mouse,Electronics,North,4,57.36,229.44,125.6
2025-10-01,Wireless Mouse,Electronics,North,6,108.96,653.76,369.12
2025-10-01,Mechanical Keyboard,Electronics,Central,4,31.8,127.2,69.19
2025-10-01,Wireless Mouse,Electronics,South,2,92.57,185.14,116.75
2025-10-01,Sticky Notes,Stationery,South,6,13.91,83.46,56.58
2025-10-01,Notebook Set,Stationery,South,1,7.94,7.94,4.95
2025-10-01,Standing Desk,Furniture,Central,4,133.15,532.6,309.13
2025-10-01,Coffee Mug,Home & Kitchen,North,2,15.66,31.32,18.49
2025-10-01,Desk Lamp,Furniture,North,4,348.84,1395.36,933.36
2025-10-01,Sticky Notes,Stationery,North,6,6.04,36.24,25.3
2025-10-01,Notebook Set,Stationery,Central,1,4.73,4.73,3.18
2025-10-01,Water Bottle,Home & Kitchen,North,8,15.45,123.6,77.19
2025-10-01,Standing Desk,Furniture,East,1,221.34,221.34,146.2
2025-10-01,USB-C Hub,Electronics,North,4,17.84,71.36,45.0
2025-10-01,Sticky Notes,Stationery,South,7,7.46,52.22,34.27
2025-10-01,Ballpoint Pens (Pack),Stationery,South,5,6.76,33.8,22.24
2025-10-01,Standing Desk,Furniture,South,8,206.1,1648.8,904.85
2025-10-02,Mechanical Keyboard,Electronics,East,5,64.7,323.5,201.0
2025-10-02,Desk Lamp,Furniture,East,8,128.98,1031.84,522.37
2025-10-02,Desk Lamp,Furniture,East,2,226.69,453.38,284.72
2025-10-02,Standing Desk,Furniture,East,4,200.64,802.56,431.1
2025-10-02,USB-C Hub,Electronics,South,2,96.1,192.2,96.42
2025-10-02,Office Chair,Furniture,South,3,342.38,1027.14,525.73
2025-10-02,USB-C Hub,Electronics,West,1,21.08,21.08,11.02
2025-10-02,Sticky Notes,Stationery,East,2,7.02,14.04,8.87
2025-10-02,Ballpoint Pens (Pack),Stationery,West,8,5.15,41.2,26.08
2025-10-02,Ballpoint Pens (Pack),Stationery,West,4,3.89,15.56,8.82
2025-10-02,Water Bottle,Home & Kitchen,West,3,8.42,25.26,16.28
2025-10-02,Office Chair,Furniture,West,2,275.0,550.0,298.32
2025-10-02,Wireless Mouse,Electronics,Central,7,78.28,547.96,336.82
2025-10-02,Sticky Notes,Stationery,North,8,3.7,29.6,16.69
2025-10-03,Office Chair,Furniture,West,1,132.89,132.89,85.98
2025-10-03,Office Chair,Furniture,West,3,143.06,429.18,266.43
2025-10-03,Ballpoint Pens (Pack),Stationery,West,1,5.03,5.03,3.19
2025-10-03,Water Bottle,Home & Kitchen,West,5,15.2,76.0,39.15
2025-10-03,Sticky Notes,Stationery,Central,8,2.94,23.52,11.94
2025-10-03,Mechanical Keyboard,Electronics,Central,6,115.8,694.8,383.45
2025-10-03,Sticky Notes,Stationery,West,1,3.12,3.12,1.62
2025-10-03,Standing Desk,Furniture,West,5,323.62,1618.1,1007.26
2025-10-03,Office Chair,Furniture,South,6,318.23,1909.38,964.12
2025-10-03,Desk Lamp,Furniture,West,7,328.39,2298.73,1361.8
2025-10-03,Notebook Set,Stationery,West,4,6.75,27.0,15.33
2025-10-03,Water Bottle,Home & Kitchen,North,7,16.58,116.06,71.52
2025-10-03,Water Bottle,Home & Kitchen,Central,8,14.43,115.44,59.04
2025-10-03,Office Chair,Furniture,East,3,282.55,847.65,572.43
2025-10-03,Standing Desk,Furniture,East,5,61.86,309.3,177.57
2025-10-03,Standing Desk,Furniture,East,7,232.72,1629.04,1099.94
2025-10-03,Sticky Notes,Stationery,West,8,7.25,58.0,29.27
2025-10-04,Ballpoint Pens (Pack),Stationery,South,5,13.83,69.15,34.9
2025-10-04,Mechanical Keyboard,Electronics,West,1,57.87,57.87,32.45
2025-10-04,USB-C Hub,Electronics,South,4,23.06,92.24,46.97
2025-10-04,Wireless Mouse,Electronics,West,7,52.62,368.34,217.7
2025-10-04,Sticky Notes,Stationery,North,4,11.01,44.04,29.57
2025-10-04,Notebook Set,Stationery,South,4,7.0,28.0,16.5
2025-10-04,Notebook Set,Stationery,North,3,5.39,16.17,10.1
2025-10-04,Ballpoint Pens (Pack),Stationery,West,8,12.22,97.76,60.99
2025-10-04,Wireless Mouse,Electronics,West,3,51.64,154.92,106.33
2025-10-04,Mechanical Keyboard,Electronics,East,6,60.03,360.18,242.04
2025-10-04,Ballpoint Pens (Pack),Stationery,Central,2,5.36,10.72,7.02
2025-10-05,Standing Desk,Furniture,West,8,236.49,1891.92,1166.59
2025-10-05,Wireless Mouse,Electronics,South,8,73.84,590.72,340.88
2025-10-05,Water Bottle,Home & Kitchen,North,5,8.75,43.75,27.91
2025-10-05,Coffee Mug,Home & Kitchen,West,6,26.54,159.24,81.75
2025-10-05,Coffee Mug,Home & Kitchen,North,7,19.98,139.86,74.82
2025-10-05,Office Chair,Furniture,West,5,194.62,973.1,589.98
2025-10-05,Standing Desk,Furniture,Central,8,207.1,1656.8,865.23
2025-10-05,Wireless Mouse,Electronics,East,3,24.56,73.68,47.5
2025-10-05,Ballpoint Pens (Pack),Stationery,Central,7,8.91,62.37,35.94
2025-10-05,Desk Lamp,Furniture,South,4,192.18,768.72,451.85
2025-10-05,Water Bottle,Home & Kitchen,East,8,18.33,146.64,86.75
2025-10-06,Water Bottle,Home & Kitchen,East,4,27.88,111.52,57.78
2025-10-06,Ballpoint Pens (Pack),Stationery,East,8,9.18,73.44,47.79
2025-10-06,Wireless Mouse,Electronics,Central,4,49.76,199.04,124.13
2025-10-06,Ballpoint Pens (Pack),Stationery,East,6,8.48,50.88,25.55
2025-10-06,Ballpoint Pens (Pack),Stationery,East,8,14.92,119.36,72.07
2025-10-06,Sticky Notes,Stationery,West,1,14.92,14.92,8.05
2025-10-06,Notebook Set,Stationery,North,1,2.7,2.7,1.54
2025-10-06,Water Bottle,Home & Kitchen,South,8,15.19,121.52,82.47
2025-10-06,Sticky Notes,Stationery,Central,7,10.58,74.06,45.93
2025-10-06,Notebook Set,Stationery,South,5,5.4,27.0,15.6
2025-10-06,Wireless Mouse,Electronics,East,8,75.83,606.64,369.12
2025-10-06,Coffee Mug,Home & Kitchen,East,8,12.32,98.56,61.23
2025-10-06,Office Chair,Furniture,East,7,137.53,962.71,655.35
2025-10-06,Sticky Notes,Stationery,West,4,14.0,56.0,32.26
2025-10-06,Sticky Notes,Stationery,East,7,9.39,65.73,38.84
2025-10-06,Office Chair,Furniture,West,6,210.99,1265.94,714.59
2025-10-06,Coffee Mug,Home & Kitchen,West,7,27.72,194.04,135.29
2025-10-06,Water Bottle,Home & Kitchen,East,8,29.99,239.92,164.17
2025-10-06,Sticky Notes,Stationery,North,2,10.45,20.9,13.79
2025-10-06,USB-C Hub,Electronics,West,5,27.99,139.95,80.21
2025-10-06,Office Chair,Furniture,East,6,283.82,1702.92,927.53
2025-10-07,USB-C Hub,Electronics,West,3,91.26,273.78,166.4
2025-10-07,Ballpoint Pens (Pack),Stationery,West,1,2.47,2.47,1.73
2025-10-07,Coffee Mug,Home & Kitchen,North,8,29.38,235.04,121.95
2025-10-07,Sticky Notes,Stationery,North,6,12.23,73.38,45.63
2025-10-07,USB-C Hub,Electronics,South,3,92.21,276.63,176.82
2025-10-07,Water Bottle,Home & Kitchen,East,1,12.71,12.71,6.53
2025-10-07,USB-C Hub,Electronics,North,3,106.48,319.44,164.02
2025-10-07,Standing Desk,Furniture,North,4,224.92,899.68,627.33
2025-10-07,Wireless Mouse,Electronics,Central,6,71.6,429.6,236.25
2025-10-07,USB-C Hub,Electronics,West,7,29.6,207.2,134.37
2025-10-07,Notebook Set,Stationery,South,1,3.71,3.71,2.01
2025-10-07,Sticky Notes,Stationery,Central,2,14.98,29.96,19.92
2025-10-07,Water Bottle,Home & Kitchen,West,1,27.06,27.06,13.65
2025-10-07,Water Bottle,Home & Kitchen,South,2,27.0,54.0,31.21
2025-10-07,USB-C Hub,Electronics,South,4,36.19,144.76,90.67
2025-10-08,Water Bottle,Home & Kitchen,Central,8,27.33,218.64,116.22
2025-10-08,Sticky Notes,Stationery,East,8,12.29,98.32,58.15
2025-10-08,Mechanical Keyboard,Electronics,South,3,28.96,86.88,55.67
2025-10-08,Wireless Mouse,Electronics,Central,1,107.81,107.81,60.19
2025-10-08,Office Chair,Furniture,Central,1,155.42,155.42,105.47
2025-10-08,Sticky Notes,Stationery,South,4,7.51,30.04,18.7
2025-10-08,Mechanical Keyboard,Electronics,South,2,68.06,136.12,78.61
2025-10-08,Desk Lamp,Furniture,Central,1,307.01,307.01,182.1
2025-10-08,Coffee Mug,Home & Kitchen,Central,2,20.3,40.6,20.62
2025-10-08,Water Bottle,Home & Kitchen,North,7,28.03,196.21,131.13
2025-10-08,Ballpoint Pens (Pack),Stationery,South,7,13.04,91.28,55.49
2025-10-08,Ballpoint Pens (Pack),Stationery,West,3,13.98,41.94,25.57
2025-10-08,Notebook Set,Stationery,Central,8,4.71,37.68,23.71
2025-10-08,USB-C Hub,Electronics,North,1,91.36,91.36,52.94
2025-10-08,Coffee Mug,Home & Kitchen,Central,3,18.96,56.88,39.2
2025-10-08,Coffee Mug,Home & Kitchen,East,4,28.28,113.12,64.01
2025-10-08,Notebook Set,Stationery,Central,1,6.66,6.66,3.86
2025-10-08,Desk Lamp,Furniture,West,6,240.17,1441.02,923.19
2025-10-08,Wireless Mouse,Electronics,East,4,83.26,333.04,167.12
2025-10-08,Wireless Mouse,Electronics,East,7,113.62,795.34,398.01
2025-10-08,Wireless Mouse,Electronics,North,6,15.34,92.04,49.14
2025-10-09,Standing Desk,Furniture,West,3,181.12,543.36,363.82
2025-10-09,Desk Lamp,Furniture,Central,4,349.54,1398.16,772.57
2025-10-09,Desk Lamp,Furniture,West,3,203.81,611.43,427.14
2025-10-09,USB-C Hub,Electronics,East,2,80.55,161.1,96.39
2025-10-09,Standing Desk,Furniture,West,6,214.49,1286.94,740.93
2025-10-09,Mechanical Keyboard,Electronics,West,1,98.3,98.3,60.73
2025-10-09,Standing Desk,Furniture,Central,8,337.61,2700.88,1843.89
2025-10-09,USB-C Hub,Electronics,West,4,87.63,350.52,239.01
2025-10-09,Wireless Mouse,Electronics,Central,3,105.34,316.02,203.22
2025-10-09,Water Bottle,Home & Kitchen,South,6,29.0,174.0,113.24
2025-10-09,Sticky Notes,Stationery,Central,1,9.46,9.46,5.76
2025-10-09,Sticky Notes,Stationery,South,6,10.54,63.24,43.7
2025-10-09,Water Bottle,Home & Kitchen,Central,6,9.48,56.88,29.78
2025-10-09,USB-C Hub,Electronics,North,8,112.21,897.68,542.25
2025-10-09,Water Bottle,Home & Kitchen,North,7,21.45,150.15,89.38
2025-10-09,USB-C Hub,Electronics,South,4,107.1,428.4,283.6
2025-10-09,Standing Desk,Furniture,East,5,86.44,432.2,243.5
2025-10-10,Coffee Mug,Home & Kitchen,East,8,17.7,141.6,71.1
2025-10-10,Coffee Mug,Home & Kitchen,East,5,16.5,82.5,43.26
2025-10-10,Desk Lamp,Furniture,North,4,300.24,1200.96,726.98
2025-10-10,Notebook Set,Stationery,West,1,13.89,13.89,7.25
2025-10-10,Wireless Mouse,Electronics,West,3,60.34,181.02,103.24
2025-10-10,Notebook Set,Stationery,East,1,2.43,2.43,1.38
2025-10-10,Standing Desk,Furniture,East,6,292.67,1756.02,1047.39
2025-10-10,USB-C Hub,Electronics,Central,5,98.29,491.45,328.75
2025-10-10,Notebook Set,Stationery,East,8,11.71,93.68,52.75
2025-10-10,Coffee Mug,Home & Kitchen,East,8,24.57,196.56,136.59
2025-10-10,Office Chair,Furniture,West,6,283.85,1703.1,1039.59
2025-10-10,Office Chair,Furniture,Central,2,92.42,184.84,108.65
2025-10-10,Desk Lamp,Furniture,West,3,242.2,726.6,429.59
2025-10-10,Sticky Notes,Stationery,North,8,9.42,75.36,47.21
2025-10-10,Office Chair,Furniture,North,6,181.3,1087.8,751.73
2025-10-10,Mechanical Keyboard,Electronics,South,7,100.74,705.18,435.82
2025-10-10,Standing Desk,Furniture,West,3,99.2,297.6,172.0
2025-10-10,Coffee Mug,Home & Kitchen,Central,8,21.03,168.24,92.52
2025-10-10,Office Chair,Furniture,South,7,311.76,2182.32,1279.54
2025-10-10,Wireless Mouse,Electronics,North,5,113.89,569.45,350.53
2025-10-10,Water Bottle,Home & Kitchen,West,8,21.84,174.72,98.83
2025-10-10,Desk Lamp,Furniture,Central,7,71.21,498.47,294.47
2025-10-10,Standing Desk,Furniture,North,5,319.96,1599.8,809.13
2025-10-10,Office Chair,Furniture,East,3,124.1,372.3,216.36
2025-10-10,Ballpoint Pens (Pack),Stationery,South,1,3.55,3.55,2.01
2025-10-10,Water Bottle,Home & Kitchen,South,3,9.68,29.04,20.22
2025-10-10,Standing Desk,Furniture,Central,4,236.87,947.48,558.45
2025-10-10,Coffee Mug,Home & Kitchen,North,1,9.12,9.12,5.85
2025-10-10,Notebook Set,Stationery,Central,8,2.06,16.48,10.09
2025-10-10,Water Bottle,Home & Kitchen,South,1,13.12,13.12,7.59
2025-10-11,Standing Desk,Furniture,North,8,278.2,2225.6,1525.07
2025-10-11,USB-C Hub,Electronics,Central,3,112.19,336.57,217.56
2025-10-11,Notebook Set,Stationery,Central,8,14.93,119.44,71.49
2025-10-11,Standing Desk,Furniture,Central,2,318.49,636.98,437.16
2025-10-11,Standing Desk,Furniture,South,3,86.58,259.74,135.75
2025-10-11,Ballpoint Pens (Pack),Stationery,West,5,13.28,66.4,40.32
2025-10-11,Water Bottle,Home & Kitchen,East,4,13.94,55.76,33.02
2025-10-12,Sticky Notes,Stationery,North,5,12.82,64.1,39.05
2025-10-12,Coffee Mug,Home & Kitchen,East,4,16.22,64.88,44.08
2025-10-12,Standing Desk,Furniture,Central,8,263.51,2108.08,1317.58
2025-10-12,Office Chair,Furniture,South,5,299.09,1495.45,790.66
2025-10-12,Sticky Notes,Stationery,North,8,2.46,19.68,13.52
2025-10-12,Sticky Notes,Stationery,North,5,9.39,46.95,26.84
2025-10-12,Water Bottle,Home & Kitchen,Central,4,15.86,63.44,38.71
2025-10-12,Standing Desk,Furniture,East,5,255.07,1275.35,771.57
2025-10-12,Office Chair,Furniture,Central,3,260.19,780.57,405.76
2025-10-12,Notebook Set,Stationery,West,7,10.66,74.62,52.14
2025-10-12,Office Chair,Furniture,East,7,210.35,1472.45,785.22
2025-10-13,Sticky Notes,Stationery,South,3,14.12,42.36,26.1
2025-10-13,Ballpoint Pens (Pack),Stationery,West,8,12.58,100.64,61.97
2025-10-13,Sticky Notes,Stationery,East,1,10.27,10.27,6.24
2025-10-13,Water Bottle,Home & Kitchen,North,5,13.38,66.9,43.4
2025-10-13,Mechanical Keyboard,Electronics,East,5,54.44,272.2,182.84
2025-10-13,Mechanical Keyboard,Electronics,South,3,71.34,214.02,111.46
2025-10-13,Coffee Mug,Home & Kitchen,East,2,25.92,51.84,35.85
2025-10-13,Water Bottle,Home & Kitchen,West,6,28.69,172.14,103.42
2025-10-13,USB-C Hub,Electronics,North,3,83.19,249.57,129.85
2025-10-13,Water Bottle,Home & Kitchen,Central,1,28.34,28.34,15.04
2025-10-14,Mechanical Keyboard,Electronics,Central,5,93.05,465.25,253.52
2025-10-14,Coffee Mug,Home & Kitchen,Central,1,12.15,12.15,6.19
2025-10-14,Notebook Set,Stationery,East,5,4.37,21.85,12.44
2025-10-14,Wireless Mouse,Electronics,East,4,60.37,241.48,136.24
2025-10-14,Water Bottle,Home & Kitchen,North,6,12.0,72.0,48.19
2025-10-14,Notebook Set,Stationery,South,3,10.8,32.4,18.87
2025-10-14,Mechanical Keyboard,Electronics,Central,5,43.58,217.9,121.92
2025-10-14,Wireless Mouse,Electronics,West,7,91.23,638.61,402.8
2025-10-14,Water Bottle,Home & Kitchen,North,1,14.6,14.6,9.63
2025-10-14,Water Bottle,Home & Kitchen,West,7,15.58,109.06,62.73
2025-10-14,Ballpoint Pens (Pack),Stationery,North,3,12.99,38.97,21.44
2025-10-15,Ballpoint Pens (Pack),Stationery,West,6,11.97,71.82,38.41
2025-10-15,Water Bottle,Home & Kitchen,East,8,29.74,237.92,143.5
2025-10-15,Mechanical Keyboard,Electronics,East,4,62.91,251.64,158.17
2025-10-15,USB-C Hub,Electronics,West,1,77.14,77.14,45.59
2025-10-15,Wireless Mouse,Electronics,West,8,50.29,402.32,237.83
2025-10-15,Wireless Mouse,Electronics,West,7,66.85,467.95,288.09
2025-10-15,Office Chair,Furniture,North,2,260.01,520.02,304.82
2025-10-15,Standing Desk,Furniture,South,7,347.78,2434.46,1483.62
2025-10-15,Coffee Mug,Home & Kitchen,North,4,23.9,95.6,54.76
2025-10-15,USB-C Hub,Electronics,West,3,72.75,218.25,143.58
2025-10-15,Standing Desk,Furniture,North,5,170.21,851.05,512.22
2025-10-15,USB-C Hub,Electronics,West,8,21.08,168.64,98.68
2025-10-15,Water Bottle,Home & Kitchen,West,2,9.6,19.2,10.07
2025-10-15,Notebook Set,Stationery,North,5,9.52,47.6,30.09
2025-10-15,Office Chair,Furniture,West,4,102.67,410.68,219.08
2025-10-15,Ballpoint Pens (Pack),Stationery,Central,1,4.76,4.76,2.52
2025-10-15,Wireless Mouse,Electronics,Central,7,66.45,465.15,277.49
2025-10-15,Mechanical Keyboard,Electronics,Central,7,54.31,380.17,192.0
2025-10-15,Coffee Mug,Home & Kitchen,South,8,13.1,104.8,63.81
2025-10-15,Coffee Mug,Home & Kitchen,West,6,20.11,120.66,75.42
2025-10-15,Office Chair,Furniture,West,1,144.97,144.97,99.11
2025-10-16,Desk Lamp,Furniture,North,2,216.56,433.12,277.96
2025-10-16,Ballpoint Pens (Pack),Stationery,North,4,5.86,23.44,12.02
2025-10-16,Notebook Set,Stationery,North,5,6.48,32.4,18.76
2025-10-16,Office Chair,Furniture,Central,5,84.68,423.4,295.32
2025-10-16,Standing Desk,Furniture,Central,3,166.98,500.94,310.94
2025-10-16,USB-C Hub,Electronics,West,1,23.72,23.72,13.54
2025-10-16,Desk Lamp,Furniture,West,7,197.61,1383.27,711.38
2025-10-16,Office Chair,Furniture,East,2,68.9,137.8,80.37
2025-10-16,Wireless Mouse,Electronics,Central,2,64.11,128.22,65.86
2025-10-16,Desk Lamp,Furniture,South,5,340.74,1703.7,964.13
2025-10-16,Sticky Notes,Stationery,East,6,10.23,61.38,32.33
2025-10-16,Standing Desk,Furniture,West,6,289.64,1737.84,1087.89
2025-10-16,Coffee Mug,Home & Kitchen,South,1,29.91,29.91,18.62
2025-10-16,Office Chair,Furniture,West,3,226.08,678.24,411.52
2025-10-16,Water Bottle,Home & Kitchen,East,1,9.88,9.88,5.62
2025-10-17,Sticky Notes,Stationery,West,6,13.88,83.28,47.71
2025-10-17,Sticky Notes,Stationery,North,1,11.75,11.75,7.41
2025-10-17,Desk Lamp,Furniture,West,8,291.22,2329.76,1368.18
2025-10-17,Wireless Mouse,Electronics,Central,5,92.01,460.05,313.24
2025-10-17,Notebook Set,Stationery,South,4,14.3,57.2,35.29
2025-10-17,Mechanical Keyboard,Electronics,North,8,84.56,676.48,351.71
2025-10-17,Notebook Set,Stationery,South,1,13.51,13.51,7.0
2025-10-17,Sticky Notes,Stationery,North,1,3.32,3.32,1.97
2025-10-17,Water Bottle,Home & Kitchen,North,1,9.77,9.77,6.66
2025-10-17,USB-C Hub,Electronics,North,1,84.33,84.33,42.4
2025-10-17,Mechanical Keyboard,Electronics,Central,8,113.98,911.84,515.16
2025-10-17,USB-C Hub,Electronics,Central,5,30.18,150.9,99.68
2025-10-17,Water Bottle,Home & Kitchen,South,5,22.19,110.95,57.33
2025-10-17,USB-C Hub,Electronics,East,4,98.51,394.04,213.0
2025-10-17,Wireless Mouse,Electronics,South,7,81.04,567.28,331.58
2025-10-17,Coffee Mug,Home & Kitchen,North,5,22.41,112.05,62.71
2025-10-17,Water Bottle,Home & Kitchen,South,1,26.45,26.45,17.67
2025-10-18,Ballpoint Pens (Pack),Stationery,Central,1,8.34,8.34,4.97
2025-10-18,Standing Desk,Furniture,East,4,117.44,469.76,257.65
2025-10-18,Water Bottle,Home & Kitchen,West,5,9.62,48.1,31.36
2025-10-18,Water Bottle,Home & Kitchen,North,4,12.5,50.0,27.13
2025-10-18,Desk Lamp,Furniture,North,7,77.45,542.15,311.63
2025-10-18,Mechanical Keyboard,Electronics,West,4,98.96,395.84,269.04
2025-10-18,Standing Desk,Furniture,East,8,128.14,1025.12,694.57
2025-10-18,Office Chair,Furniture,North,4,248.56,994.24,497.86
2025-10-18,Ballpoint Pens (Pack),Stationery,South,3,10.02,30.06,20.29
2025-10-18,USB-C Hub,Electronics,Central,8,17.74,141.92,87.63
2025-10-18,Ballpoint Pens (Pack),Stationery,East,2,12.13,24.26,15.07
2025-10-18,Standing Desk,Furniture,North,7,195.68,1369.76,783.03
2025-10-18,Notebook Set,Stationery,East,6,8.81,52.86,35.22
2025-10-18,Mechanical Keyboard,Electronics,South,1,38.33,38.33,21.45
2025-10-18,USB-C Hub,Electronics,North,4,72.21,288.84,158.45
2025-10-19,Office Chair,Furniture,North,1,143.9,143.9,82.75
2025-10-19,Office Chair,Furniture,North,3,257.93,773.79,462.78
2025-10-19,USB-C Hub,Electronics,North,3,17.51,52.53,33.57
2025-10-19,Desk Lamp,Furniture,East,7,84.3,590.1,378.41
2025-10-19,Office Chair,Furniture,North,5,199.16,995.8,546.81
2025-10-19,Desk Lamp,Furniture,South,6,98.31,589.86,299.06
2025-10-19,Coffee Mug,Home & Kitchen,West,7,15.16,106.12,62.78
2025-10-19,Office Chair,Furniture,Central,8,200.88,1607.04,832.02
2025-10-19,Coffee Mug,Home & Kitchen,North,5,15.97,79.85,46.2
2025-10-19,Standing Desk,Furniture,North,5,302.44,1512.2,915.82
2025-10-19,Ballpoint Pens (Pack),Stationery,Central,5,5.13,25.65,16.52
2025-10-19,Ballpoint Pens (Pack),Stationery,North,5,8.96,44.8,29.5
2025-10-19,Water Bottle,Home & Kitchen,Central,6,22.49,134.94,88.46
2025-10-19,USB-C Hub,Electronics,North,3,94.73,284.19,157.27
2025-10-20,Sticky Notes,Stationery,East,2,9.38,18.76,11.41
2025-10-20,Ballpoint Pens (Pack),Stationery,North,4,3.57,14.28,7.82
2025-10-20,Desk Lamp,Furniture,North,5,127.2,636.0,319.12
2025-10-20,Mechanical Keyboard,Electronics,West,1,110.07,110.07,59.53
2025-10-20,Notebook Set,Stationery,South,3,12.02,36.06,20.44
2025-10-20,Notebook Set,Stationery,North,6,3.67,22.02,12.02
2025-10-20,Water Bottle,Home & Kitchen,East,2,23.15,46.3,25.9
2025-10-20,Coffee Mug,Home & Kitchen,South,8,28.33,226.64,155.01
2025-10-20,Notebook Set,Stationery,North,8,2.73,21.84,12.17
2025-10-20,Standing Desk,Furniture,West,1,261.87,261.87,134.26
2025-10-20,USB-C Hub,Electronics,West,1,31.12,31.12,20.08
2025-10-20,Ballpoint Pens (Pack),Stationery,North,2,8.61,17.22,9.11
2025-10-20,Office Chair,Furniture,South,6,207.42,1244.52,847.03
2025-10-20,Wireless Mouse,Electronics,North,2,44.89,89.78,57.22
2025-10-20,Desk Lamp,Furniture,East,2,112.28,224.56,118.77
2025-10-20,Notebook Set,Stationery,North,7,12.23,85.61,55.32
2025-10-20,Ballpoint Pens (Pack),Stationery,South,6,9.26,55.56,33.53
2025-10-21,USB-C Hub,Electronics,South,7,65.71,459.97,283.78
